date,fips,PRECTOT,PS,T2M,WS50M_RANGE,slope3,SQ1,class
20090414.0,1047.0,0.53,100.36,13.87,1.92,0.3962,2.0,0
20110628.0,1091.0,11.81,100.9,28.35,4.16,0.248,1.0,1
20061031.0,1049.0,1.29,98.49,13.34,2.93,0.3013,1.0,1
20021008.0,1057.0,0.0,100.01,18.36,3.64,0.0596,2.0,0
20050329.0,1123.0,0.0,99.18,14.02,4.8,0.1572,2.0,0
20030909.0,1093.0,0.01,99.59,23.88,4.41,0.1357,1.0,0
20050517.0,1059.0,0.0,99.27,18.15,5.11,0.1832,1.0,0
20021203.0,1031.0,0.35,101.2,10.95,5.37,0.4781,1.0,0
20090602.0,1093.0,1.01,99.43,24.71,2.72,0.1357,1.0,0
20071218.0,1123.0,0.04,100.52,3.34,4.17,0.1572,2.0,1
20050308.0,1101.0,1.7,99.86,8.89,5.79,0.0757,0.0,0
20010410.0,1101.0,0.01,100.26,23.51,5.89,0.0757,0.0,0
20100112.0,1021.0,0.0,101.24,-0.41,3.03,0.0566,2.0,0
20070626.0,1069.0,1.19,101.26,29.83,3.82,0.523,3.0,1
20140121.0,1075.0,0.0,100.52,1.1,7.32,0.4507,1.0,0
20011120.0,1019.0,0.68,98.57,8.23,1.78,0.0675,2.0,1
20070626.0,1085.0,5.27,101.1,28.82,3.32,0.5192,3.0,1
20020528.0,1055.0,0.59,98.59,23.08,3.33,0.0205,2.0,1
20080311.0,1091.0,3.21,101.25,11.18,3.51,0.248,1.0,1
20020101.0,1007.0,0.06,100.81,-1.18,2.57,0.5104,1.0,0
20020806.0,1093.0,1.6,99.26,28.99,3.66,0.1357,1.0,0
20151222.0,1041.0,16.8,100.07,18.0,2.32,0.1571,2.0,0
20111115.0,1017.0,7.34,99.19,18.71,2.25,0.2093,1.0,1
20050712.0,1001.0,4.07,100.21,27.0,1.88,0.39,2.0,0
20100629.0,1003.0,8.09,101.04,27.15,2.15,0.1005,2.0,0
20050906.0,1043.0,0.0,99.65,22.86,2.73,0.3756,3.0,0
20160621.0,1111.0,0.0,98.87,26.14,4.65,0.1377,1.0,1
20100309.0,1075.0,12.59,99.87,11.91,3.97,0.4507,1.0,1
20151013.0,1069.0,1.92,100.24,21.77,2.17,0.523,3.0,0
20110621.0,1035.0,5.07,100.57,28.41,3.4,0.0485,2.0,1
20160209.0,1009.0,0.01,99.13,-0.54,3.5,0.4062,1.0,0
20030603.0,1067.0,11.25,99.78,22.66,2.05,0.2645,3.0,0
20080212.0,1115.0,9.05,98.54,12.27,5.41,0.3065,1.0,1
20160524.0,1089.0,0.0,98.95,21.7,4.05,0.3696,3.0,1
20140218.0,1001.0,0.11,100.44,14.14,3.44,0.39,2.0,0
20090421.0,1031.0,1.34,100.48,16.26,6.2,0.4781,1.0,0
20030819.0,1091.0,2.05,100.94,28.81,2.56,0.248,1.0,0
20091110.0,1131.0,58.62,99.95,17.66,7.0,0.4208,1.0,0
20001010.0,1083.0,0.0,99.82,9.41,2.89,0.2003,1.0,1
20130319.0,1039.0,1.66,100.58,16.37,4.71,0.4612,3.0,0
20060919.0,1123.0,2.37,99.15,22.21,4.44,0.1572,2.0,1
20020827.0,1091.0,0.14,100.51,26.31,3.28,0.248,1.0,0
20140325.0,1127.0,0.0,99.99,4.04,5.01,0.2979,1.0,0
20001219.0,1111.0,1.66,98.73,-2.85,3.42,0.1377,1.0,1
20010306.0,1017.0,0.0,99.54,4.57,2.56,0.2093,1.0,1
20030128.0,1111.0,0.33,99.52,3.23,5.92,0.1377,1.0,0
20160301.0,1059.0,19.54,99.29,13.35,3.28,0.1832,1.0,0
20060926.0,1091.0,0.0,101.04,19.01,3.14,0.248,1.0,1
20120228.0,1083.0,1.32,99.41,13.1,4.66,0.2003,1.0,0
20150303.0,1109.0,0.06,100.61,18.17,2.78,0.5444,3.0,1
20091124.0,1133.0,0.03,99.38,10.68,3.79,0.1868,2.0,0
20070724.0,1091.0,1.42,100.73,25.42,1.44,0.248,1.0,1
20130820.0,1081.0,3.89,99.62,24.48,2.85,0.2937,1.0,0
20151013.0,1043.0,1.51,98.37,19.04,3.9,0.3756,3.0,1
20050503.0,1049.0,0.01,98.75,11.58,3.88,0.3013,1.0,0
20040622.0,1097.0,9.6,101.16,27.04,2.51,0.5293,1.0,0
20080819.0,1075.0,0.68,100.06,27.02,3.39,0.4507,1.0,1
20030520.0,1109.0,2.52,100.59,22.78,2.53,0.5444,3.0,0
20000425.0,1073.0,0.31,98.92,13.75,1.6,0.3945,1.0,0
20150908.0,1007.0,1.7,99.86,25.65,2.44,0.5104,1.0,1
20160809.0,1133.0,1.51,98.88,28.16,2.36,0.1868,2.0,1
20110726.0,1001.0,4.94,99.56,27.13,2.58,0.39,2.0,1
20070626.0,1065.0,6.74,101.35,27.78,2.25,0.4968,3.0,1
20160705.0,1027.0,5.68,98.82,27.78,2.86,0.424,3.0,1
20040615.0,1013.0,11.77,100.43,25.66,1.59,0.5155,3.0,0
20070403.0,1025.0,4.76,100.94,22.17,2.28,0.0191,2.0,1
20050628.0,1077.0,1.47,99.28,27.28,4.24,0.0533,2.0,0
20110531.0,1009.0,0.0,99.92,26.61,4.64,0.4062,1.0,0
20151027.0,1027.0,6.77,98.46,14.73,2.65,0.424,3.0,1
20060509.0,1029.0,8.29,98.16,19.51,2.13,0.3602,3.0,0
20141209.0,1073.0,0.0,99.83,6.39,4.86,0.3945,1.0,1
20031209.0,1129.0,8.42,100.79,14.98,3.29,0.0564,2.0,0
20050412.0,1097.0,21.58,100.54,20.26,5.31,0.5293,1.0,0
20050215.0,1035.0,0.14,100.99,15.61,3.67,0.0485,2.0,0
20060801.0,1029.0,0.92,98.6,30.31,3.11,0.3602,3.0,1
20030225.0,1063.0,1.65,101.4,6.91,3.52,0.6201,1.0,0
20110301.0,1075.0,0.0,101.0,9.41,3.1,0.4507,1.0,1
20001128.0,1075.0,0.41,100.73,9.23,5.53,0.4507,1.0,1
20160705.0,1031.0,3.25,100.85,28.83,2.88,0.4781,1.0,0
20161227.0,1107.0,0.76,101.27,15.99,2.65,0.2742,2.0,1
20110322.0,1089.0,0.0,98.65,18.05,4.76,0.3696,3.0,1
20070605.0,1073.0,0.23,98.62,25.33,3.16,0.3945,1.0,1
20060110.0,1051.0,1.73,100.61,14.15,3.96,0.5967,1.0,1
20060627.0,1121.0,0.04,99.04,26.04,4.21,0.5504,3.0,1
20010410.0,1133.0,0.0,98.95,22.83,3.78,0.1868,2.0,0
20080819.0,1123.0,0.01,99.3,26.28,2.12,0.1572,2.0,1
20160531.0,1081.0,0.59,99.02,26.9,3.59,0.2937,1.0,1
20121002.0,1121.0,0.72,98.55,17.97,2.67,0.5504,3.0,1
20050816.0,1011.0,10.36,100.19,27.56,4.01,0.5407,1.0,0
20000118.0,1063.0,1.95,101.06,14.76,3.2,0.6201,1.0,1
20130115.0,1011.0,12.34,100.08,17.41,4.38,0.5407,1.0,1
20031021.0,1075.0,0.0,100.21,19.17,4.32,0.4507,1.0,0
20031118.0,1081.0,27.17,98.96,19.9,4.99,0.2937,1.0,0
20160628.0,1031.0,4.82,100.45,28.46,2.14,0.4781,1.0,0
20070130.0,1045.0,0.01,101.28,5.69,5.6,0.3585,2.0,0
20071009.0,1035.0,4.73,100.54,24.98,3.47,0.0485,2.0,1
20030610.0,1027.0,1.52,98.71,24.63,4.53,0.424,3.0,0
20061024.0,1103.0,0.0,99.49,5.73,2.23,0.5713,3.0,0
20011016.0,1107.0,0.19,101.48,10.73,3.22,0.2742,2.0,0
20090721.0,1041.0,0.0,100.35,24.44,3.79,0.1571,2.0,0
20021126.0,1129.0,0.27,101.58,14.5,3.5,0.0564,2.0,0
20110531.0,1017.0,0.0,99.89,28.84,4.82,0.2093,1.0,1
20080401.0,1125.0,18.16,100.69,18.87,2.57,0.1605,1.0,1
20010828.0,1117.0,0.51,99.6,26.09,3.25,0.3501,1.0,0
20071120.0,1015.0,0.0,98.99,14.48,4.33,0.2014,1.0,1
20060321.0,1093.0,2.5,98.89,10.43,5.58,0.1357,1.0,0
20050719.0,1015.0,4.03,98.75,27.21,2.98,0.2014,1.0,0
20060718.0,1119.0,1.78,100.58,32.22,3.11,0.5154,1.0,1
20150623.0,1005.0,11.63,100.6,29.05,3.69,0.3763,3.0,0
20080624.0,1039.0,0.32,101.12,28.3,4.65,0.4612,3.0,1
20090113.0,1047.0,0.0,101.23,5.24,6.56,0.3962,2.0,1
20140311.0,1045.0,1.72,100.11,16.79,5.39,0.3585,2.0,0
20110301.0,1039.0,0.12,101.1,13.96,2.2,0.4612,3.0,1
20040210.0,1127.0,3.48,100.22,5.82,2.55,0.2979,1.0,0
20080101.0,1127.0,0.0,100.72,2.82,3.37,0.2979,1.0,1
20160105.0,1045.0,0.0,101.9,1.79,2.0,0.3585,2.0,0
20080415.0,1077.0,0.0,100.02,8.52,4.38,0.0533,2.0,1
20130806.0,1101.0,6.87,100.16,27.56,2.95,0.0757,0.0,0
20151208.0,1003.0,0.02,101.54,12.72,4.81,0.1005,2.0,0
20100126.0,1041.0,0.0,100.72,6.48,4.2,0.1571,2.0,0
20161227.0,1035.0,0.84,101.36,18.65,2.91,0.0485,2.0,1
20121211.0,1033.0,0.0,99.61,0.37,3.1,0.5934,1.0,1
20060117.0,1003.0,23.05,100.42,15.12,5.08,0.1005,2.0,1
20020326.0,1051.0,6.96,99.92,15.91,2.89,0.5967,1.0,1
20050705.0,1055.0,11.95,98.71,26.21,2.77,0.0205,2.0,0
20030408.0,1055.0,16.27,98.49,15.46,3.88,0.0205,2.0,0
20140715.0,1091.0,8.85,100.51,25.63,2.9,0.248,1.0,0
20000815.0,1075.0,0.1,100.72,29.9,3.47,0.4507,1.0,1
20061024.0,1107.0,0.01,101.22,9.15,3.69,0.2742,2.0,1
20160119.0,1041.0,0.01,101.68,0.59,2.75,0.1571,2.0,0
20000815.0,1067.0,0.0,100.68,28.91,2.51,0.2645,3.0,1
20141007.0,1017.0,0.04,99.43,20.7,5.01,0.2093,1.0,1
20050524.0,1019.0,0.01,97.5,19.63,4.69,0.0675,2.0,0
20000321.0,1049.0,0.0,98.86,10.78,3.14,0.3013,1.0,1
20081202.0,1033.0,0.0,99.9,1.04,4.95,0.5934,1.0,1
20151117.0,1049.0,0.01,98.5,14.98,4.35,0.3013,1.0,0
20140812.0,1027.0,2.0,98.33,26.8,2.44,0.424,3.0,1
20121009.0,1049.0,0.02,98.52,12.56,3.67,0.3013,1.0,0
20100914.0,1133.0,0.01,99.24,24.98,3.77,0.1868,2.0,1
20020416.0,1023.0,0.02,101.3,22.56,2.77,0.1418,2.0,0
20101102.0,1025.0,7.11,100.86,19.53,4.59,0.0191,2.0,1
20031230.0,1063.0,0.06,101.71,5.17,2.28,0.6201,1.0,0
20150324.0,1065.0,0.01,101.0,15.73,3.54,0.4968,3.0,1
20001219.0,1045.0,5.76,101.08,0.04,6.32,0.3585,2.0,1
20150929.0,1001.0,3.2,99.45,24.77,4.32,0.39,2.0,1
20100309.0,1065.0,23.64,100.46,12.3,2.87,0.4968,3.0,0
20151208.0,1085.0,0.0,100.88,9.88,5.3,0.5192,3.0,0
20100525.0,1077.0,0.15,99.28,22.67,2.97,0.0533,2.0,0
20001107.0,1003.0,9.83,100.71,23.92,3.06,0.1005,2.0,1
20140527.0,1009.0,0.71,99.51,23.01,3.65,0.4062,1.0,0
20071009.0,1033.0,1.15,99.18,23.15,3.77,0.5934,1.0,1
20130305.0,1093.0,11.81,99.13,8.93,3.44,0.1357,1.0,0
20140304.0,1045.0,1.3,101.01,4.68,2.78,0.3585,2.0,0
20031104.0,1107.0,0.68,100.5,20.38,3.16,0.2742,2.0,0
20040720.0,1063.0,0.0,100.62,26.05,3.58,0.6201,1.0,0
20020625.0,1013.0,4.79,100.79,25.97,3.82,0.5155,3.0,1
20120508.0,1075.0,8.68,99.88,22.12,3.96,0.4507,1.0,1
20131105.0,1085.0,0.0,101.42,15.63,1.88,0.5192,3.0,1
20090324.0,1043.0,0.98,99.23,15.12,5.39,0.3756,3.0,0
20070522.0,1015.0,0.0,98.88,23.2,4.66,0.2014,1.0,1
20040302.0,1081.0,1.01,100.08,16.66,3.33,0.2937,1.0,0
20070313.0,1039.0,0.0,101.38,17.5,5.21,0.4612,3.0,1
20150609.0,1029.0,7.02,98.11,24.05,2.84,0.3602,3.0,0
20060704.0,1117.0,3.7,99.75,30.11,2.54,0.3501,1.0,1
20000222.0,1019.0,0.0,99.52,8.67,4.7,0.0675,2.0,1
20150210.0,1081.0,0.02,99.09,5.46,2.8,0.2937,1.0,1
20080101.0,1027.0,0.0,99.59,3.71,3.14,0.424,3.0,1
20161011.0,1019.0,0.0,99.15,16.59,4.07,0.0675,2.0,1
20061031.0,1053.0,0.01,100.96,17.58,5.19,0.2449,1.0,1
20030722.0,1049.0,24.27,97.92,23.45,2.33,0.3013,1.0,0
20140701.0,1051.0,0.08,99.69,27.04,2.29,0.5967,1.0,0
20031223.0,1071.0,11.68,97.44,8.02,5.93,0.4644,1.0,0
20140218.0,1019.0,0.36,98.62,10.86,4.39,0.0675,2.0,0
20121127.0,1043.0,2.51,99.56,6.76,1.78,0.3756,3.0,0
20020528.0,1019.0,0.41,98.34,22.73,3.23,0.0675,2.0,1
20040120.0,1069.0,0.0,101.19,2.15,3.76,0.523,3.0,0
20060613.0,1107.0,0.32,100.24,25.58,1.3,0.2742,2.0,0
20080108.0,1063.0,4.49,101.07,16.54,2.57,0.6201,1.0,1
20070403.0,1119.0,7.6,100.76,21.58,3.05,0.5154,1.0,1
20011106.0,1133.0,0.0,99.8,11.37,4.36,0.1868,2.0,0
20160426.0,1103.0,0.04,98.54,20.8,2.88,0.5713,3.0,1
20140218.0,1029.0,0.21,98.81,12.2,3.95,0.3602,3.0,0
20130917.0,1025.0,0.49,100.96,26.5,4.05,0.0191,2.0,0
20100209.0,1067.0,5.62,100.04,6.09,5.89,0.2645,3.0,0
20050125.0,1065.0,0.0,100.84,6.95,5.84,0.4968,3.0,0
20000314.0,1101.0,0.0,101.02,11.34,4.86,0.0757,0.0,1
20040928.0,1005.0,0.0,99.91,22.7,1.78,0.3763,3.0,0
20010925.0,1121.0,0.0,99.31,13.35,2.75,0.5504,3.0,0
20151006.0,1111.0,0.02,98.55,20.03,2.43,0.1377,1.0,1
20090512.0,1039.0,4.15,100.86,21.75,3.35,0.4612,3.0,0
20070123.0,1043.0,0.0,99.27,1.89,2.49,0.3756,3.0,0
20021112.0,1015.0,4.5,98.68,11.58,4.44,0.2014,1.0,0
20160816.0,1067.0,3.12,100.78,28.01,2.16,0.2645,3.0,1
20160510.0,1111.0,0.51,98.82,21.37,2.72,0.1377,1.0,1
20000125.0,1057.0,0.0,100.04,-1.92,4.17,0.0596,2.0,1
20040302.0,1103.0,15.21,99.54,14.87,5.87,0.5713,3.0,0
20080812.0,1003.0,31.92,100.55,26.42,2.79,0.1005,2.0,1
20030408.0,1069.0,33.35,100.61,19.91,5.16,0.523,3.0,0
20000307.0,1035.0,0.01,101.35,17.04,4.61,0.0485,2.0,1
20111122.0,1067.0,3.1,100.48,20.57,3.02,0.2645,3.0,1
20010116.0,1051.0,7.5,100.41,6.43,2.54,0.5967,1.0,1
20080318.0,1011.0,0.0,100.32,17.55,3.75,0.5407,1.0,1
20130903.0,1073.0,2.12,99.05,25.41,2.82,0.3945,1.0,0
20020416.0,1027.0,0.05,99.21,21.97,2.71,0.424,3.0,1
20080506.0,1097.0,0.02,101.34,20.76,4.73,0.5293,1.0,0
20031021.0,1097.0,0.0,101.37,20.48,5.54,0.5293,1.0,0
20080129.0,1081.0,12.36,98.99,10.83,6.23,0.2937,1.0,1
20060328.0,1025.0,0.21,101.51,14.51,2.38,0.0191,2.0,0
20131112.0,1017.0,0.0,100.12,10.42,7.45,0.2093,1.0,1
20070612.0,1033.0,0.0,99.16,26.04,3.29,0.5934,1.0,1
20110412.0,1075.0,0.0,100.24,15.88,1.74,0.4507,1.0,0
20130521.0,1127.0,2.32,99.35,24.08,2.88,0.2979,1.0,0
20050419.0,1097.0,0.01,101.67,18.48,3.03,0.5293,1.0,0
20150331.0,1075.0,9.65,100.25,17.39,3.73,0.4507,1.0,0
20010612.0,1075.0,0.0,99.78,24.71,2.82,0.4507,1.0,0
20090203.0,1033.0,0.0,99.78,-2.47,7.82,0.5934,1.0,0
20120327.0,1093.0,0.0,99.71,18.5,4.11,0.1357,1.0,0
20060523.0,1041.0,0.2,100.41,26.6,4.4,0.1571,2.0,0
20050607.0,1061.0,1.34,100.37,26.43,1.74,0.0708,2.0,0
20070710.0,1043.0,17.66,98.96,24.54,1.64,0.3756,3.0,1
20010410.0,1027.0,0.0,98.62,23.08,5.16,0.424,3.0,0
20030909.0,1101.0,0.52,100.48,24.7,3.69,0.0757,0.0,0
20150818.0,1051.0,5.01,99.68,26.49,2.1,0.5967,1.0,0
20160823.0,1051.0,0.31,100.36,28.97,3.85,0.5967,1.0,1
20030304.0,1039.0,0.97,100.32,11.82,3.05,0.4612,3.0,0
20040224.0,1071.0,0.47,97.42,8.56,3.83,0.4644,1.0,0
20121211.0,1045.0,1.07,100.7,9.81,1.59,0.3585,2.0,1
20050315.0,1013.0,9.45,100.44,11.94,2.08,0.5155,3.0,1
20140722.0,1021.0,0.92,100.24,25.24,1.83,0.0566,2.0,1
20160906.0,1063.0,0.0,101.26,27.52,3.45,0.6201,1.0,1
20040504.0,1113.0,0.01,100.48,15.4,3.33,0.2785,1.0,1
20040504.0,1071.0,0.0,98.14,12.3,4.69,0.4644,1.0,1
20010403.0,1121.0,65.22,99.12,17.25,3.64,0.5504,3.0,1
20140318.0,1081.0,0.48,99.13,9.69,4.16,0.2937,1.0,0
20110215.0,1081.0,0.0,100.16,8.79,4.87,0.2937,1.0,1
20010925.0,1017.0,0.0,99.39,15.3,2.7,0.2093,1.0,0
20131112.0,1005.0,0.0,101.02,13.02,7.33,0.3763,3.0,1
20050104.0,1133.0,0.01,99.87,14.11,3.04,0.1868,2.0,0
20130507.0,1049.0,0.26,98.14,13.33,3.16,0.3013,1.0,0
20020115.0,1039.0,0.09,101.25,7.24,3.51,0.4612,3.0,0
20050419.0,1077.0,0.01,99.54,17.61,5.28,0.0533,2.0,0
20050111.0,1119.0,0.53,101.03,16.32,2.26,0.5154,1.0,0
20021126.0,1131.0,0.08,101.24,13.38,4.09,0.4208,1.0,0
20090721.0,1051.0,0.08,99.85,24.3,6.26,0.5967,1.0,0
20150505.0,1121.0,0.0,99.87,19.69,4.02,0.5504,3.0,1
20020730.0,1089.0,5.56,98.9,28.38,2.81,0.3696,3.0,1
20001003.0,1117.0,0.01,99.7,22.86,5.31,0.3501,1.0,1
20020702.0,1001.0,4.33,100.38,27.0,2.52,0.39,2.0,1
20050517.0,1023.0,0.0,100.63,21.04,3.05,0.1418,2.0,0
20160223.0,1005.0,14.82,99.52,17.58,6.69,0.3763,3.0,0
20040203.0,1081.0,0.43,99.83,4.97,3.29,0.2937,1.0,0
20081104.0,1109.0,0.0,100.66,15.35,2.08,0.5444,3.0,1
20160216.0,1117.0,0.39,99.18,8.94,5.12,0.3501,1.0,0
20141202.0,1101.0,0.0,101.13,15.85,4.26,0.0757,0.0,1
20140318.0,1041.0,0.17,100.09,11.77,5.21,0.1571,2.0,1
20101228.0,1033.0,0.13,100.03,0.05,3.81,0.5934,1.0,1
20000201.0,1041.0,0.0,101.22,2.66,4.98,0.1571,2.0,1
20140617.0,1003.0,0.24,101.51,28.03,4.57,0.1005,2.0,0
20091124.0,1027.0,0.04,99.0,10.33,2.83,0.424,3.0,0
20020219.0,1081.0,0.3,100.01,8.29,4.26,0.2937,1.0,1
20150825.0,1041.0,0.02,100.14,25.4,3.0,0.1571,2.0,1
20061226.0,1059.0,0.16,99.41,2.3,2.85,0.1832,1.0,0
20140506.0,1109.0,0.0,100.19,20.53,4.9,0.5444,3.0,0
20160426.0,1059.0,0.03,98.94,21.33,3.08,0.1832,1.0,0
20130115.0,1081.0,15.42,99.36,17.06,3.31,0.2937,1.0,1
20120117.0,1015.0,15.19,98.71,11.86,3.86,0.2014,1.0,0
20160531.0,1043.0,0.98,98.68,25.13,4.31,0.3756,3.0,1
20060131.0,1103.0,0.0,99.05,5.19,5.5,0.5713,3.0,0
20071211.0,1045.0,0.01,101.43,17.57,2.89,0.3585,2.0,1
20100309.0,1061.0,0.71,100.54,12.43,4.84,0.0708,2.0,0
20010904.0,1033.0,1.05,99.09,24.18,2.23,0.5934,1.0,0
20030408.0,1091.0,21.42,100.84,15.7,4.54,0.248,1.0,0
20040907.0,1025.0,2.37,99.55,26.4,4.57,0.0191,2.0,0
20030930.0,1029.0,0.01,99.22,14.68,2.83,0.3602,3.0,0
20070508.0,1043.0,0.0,99.19,19.71,5.07,0.3756,3.0,1
20030708.0,1045.0,0.15,101.14,27.15,4.92,0.3585,2.0,0
20080415.0,1015.0,0.0,99.14,8.97,3.2,0.2014,1.0,1
20060606.0,1007.0,0.01,99.9,22.27,4.49,0.5104,1.0,0
20130326.0,1011.0,0.0,100.88,3.2,2.3,0.5407,1.0,0
20141007.0,1073.0,1.75,99.24,21.81,2.54,0.3945,1.0,1
20000314.0,1009.0,0.02,99.97,10.7,5.52,0.4062,1.0,1
20080819.0,1069.0,1.25,100.42,26.48,2.25,0.523,3.0,1
20130319.0,1067.0,2.96,100.26,15.86,4.31,0.2645,3.0,1
20151229.0,1009.0,0.05,99.47,11.4,3.42,0.4062,1.0,0
20011002.0,1065.0,0.0,101.2,18.61,4.03,0.4968,3.0,0
20020402.0,1039.0,0.06,100.53,18.81,4.25,0.4612,3.0,1
20090303.0,1101.0,0.0,101.47,2.5,4.15,0.0757,0.0,1
20030708.0,1081.0,0.11,99.85,26.58,3.43,0.2937,1.0,0
20101221.0,1071.0,0.75,97.65,6.53,2.72,0.4644,1.0,1
20001024.0,1071.0,0.0,98.81,19.55,3.34,0.4644,1.0,1
20080909.0,1003.0,2.67,101.0,27.18,3.39,0.1005,2.0,0
20040210.0,1091.0,2.88,101.52,8.87,4.78,0.248,1.0,0
20140325.0,1061.0,0.0,100.8,9.99,9.72,0.0708,2.0,1
20000822.0,1057.0,0.04,100.51,28.66,3.6,0.0596,2.0,1
20161206.0,1073.0,8.64,98.59,11.46,4.22,0.3945,1.0,1
20000411.0,1015.0,1.36,99.11,14.75,3.0,0.2014,1.0,1
20080318.0,1073.0,0.31,99.34,17.19,2.75,0.3945,1.0,1
20131224.0,1123.0,0.0,100.73,0.36,1.65,0.1572,2.0,0
20080422.0,1059.0,0.04,99.36,20.44,4.79,0.1832,1.0,1
20100803.0,1081.0,1.67,99.41,30.57,4.04,0.2937,1.0,1
20160614.0,1041.0,7.63,100.11,27.08,2.37,0.1571,2.0,0
20101026.0,1057.0,16.63,98.93,23.79,8.04,0.0596,2.0,1
20081014.0,1005.0,0.0,100.92,21.48,1.69,0.3763,3.0,1
20020521.0,1057.0,0.0,100.7,13.81,3.43,0.0596,2.0,1
20020326.0,1041.0,6.24,100.46,17.85,2.8,0.1571,2.0,1
20030610.0,1009.0,1.85,99.25,24.06,4.82,0.4062,1.0,0
20031230.0,1011.0,0.66,100.89,6.51,4.07,0.5407,1.0,0
20130730.0,1007.0,1.05,100.41,26.65,4.01,0.5104,1.0,0
20080122.0,1081.0,2.26,100.21,2.51,3.35,0.2937,1.0,1
20070220.0,1113.0,1.1,100.2,12.17,2.42,0.2785,1.0,1
20111025.0,1073.0,0.0,99.8,15.52,5.9,0.3945,1.0,1
20080415.0,1027.0,0.0,99.34,8.77,2.65,0.424,3.0,1
20131008.0,1041.0,0.0,100.25,19.61,3.39,0.1571,2.0,0
20051206.0,1091.0,0.0,101.76,2.43,4.16,0.248,1.0,0
20100202.0,1045.0,0.6,100.77,9.44,5.63,0.3585,2.0,0
20030826.0,1081.0,0.34,99.49,27.37,3.69,0.2937,1.0,0
20020423.0,1123.0,0.0,99.78,19.4,4.43,0.1572,2.0,1
20020806.0,1021.0,0.4,99.86,29.67,3.37,0.0566,2.0,1
20120424.0,1027.0,0.0,98.49,12.02,3.32,0.424,3.0,1
20000425.0,1043.0,0.55,98.55,13.52,2.05,0.3756,3.0,0
20160301.0,1045.0,1.13,100.79,16.29,5.53,0.3585,2.0,0
20160621.0,1065.0,0.01,101.1,25.91,5.29,0.4968,3.0,1
20050503.0,1111.0,0.02,98.93,12.53,4.17,0.1377,1.0,0
20110510.0,1035.0,0.06,100.43,26.87,4.77,0.0485,2.0,1
20040210.0,1083.0,1.44,99.32,4.69,1.56,0.2003,1.0,0
20150106.0,1071.0,0.0,98.64,0.21,2.3,0.4644,1.0,0
20131001.0,1007.0,0.94,100.21,22.49,3.87,0.5104,1.0,1
20131008.0,1063.0,0.07,100.77,17.91,3.07,0.6201,1.0,0
20020115.0,1047.0,0.0,101.42,5.84,3.61,0.3962,2.0,0
20120814.0,1057.0,1.69,99.55,26.48,3.09,0.0596,2.0,1
20090804.0,1015.0,1.02,98.59,26.45,3.22,0.2014,1.0,1
20020205.0,1039.0,6.31,101.75,4.27,3.79,0.4612,3.0,1
20080226.0,1075.0,15.36,99.88,7.71,3.99,0.4507,1.0,1
20030722.0,1017.0,10.94,99.07,24.85,1.83,0.2093,1.0,0
20100824.0,1047.0,0.0,100.13,26.49,3.29,0.3962,2.0,1
20011030.0,1129.0,0.01,102.28,11.13,4.07,0.0564,2.0,0
20041123.0,1089.0,41.98,98.18,16.92,4.11,0.3696,3.0,0
20130409.0,1129.0,0.0,101.07,21.38,3.04,0.0564,2.0,1
20100202.0,1117.0,0.22,99.84,7.22,4.84,0.3501,1.0,0
20121218.0,1129.0,0.01,100.94,10.91,5.57,0.0564,2.0,1
20110412.0,1071.0,0.68,97.36,13.76,4.54,0.4644,1.0,0
20150616.0,1073.0,0.13,99.63,28.66,2.87,0.3945,1.0,1
20000822.0,1039.0,0.11,101.23,26.87,1.82,0.4612,3.0,1
20020219.0,1083.0,0.75,99.01,8.37,7.42,0.2003,1.0,0
20121113.0,1039.0,0.21,101.5,9.57,1.57,0.4612,3.0,1
20001010.0,1059.0,0.0,100.55,10.4,2.99,0.1832,1.0,1
20130903.0,1043.0,1.71,98.72,25.02,2.31,0.3756,3.0,0
20150414.0,1071.0,3.11,97.74,20.04,5.08,0.4644,1.0,1
20021029.0,1131.0,4.04,100.01,22.21,2.25,0.4208,1.0,0
20090804.0,1089.0,3.06,98.74,26.89,2.63,0.3696,3.0,0
20160322.0,1113.0,0.0,100.89,10.54,6.71,0.2785,1.0,0
20070102.0,1033.0,0.0,100.34,2.76,4.86,0.5934,1.0,0
20140211.0,1067.0,27.02,100.66,6.74,4.09,0.2645,3.0,0
20021210.0,1119.0,22.96,100.79,7.06,1.68,0.5154,1.0,0
20140107.0,1053.0,0.0,102.58,-4.5,2.85,0.2449,1.0,1
20141014.0,1031.0,35.04,100.15,21.03,4.84,0.4781,1.0,1
20040330.0,1117.0,1.54,99.76,13.43,4.38,0.3501,1.0,1
20160405.0,1081.0,0.0,99.94,13.45,2.45,0.2937,1.0,0
20010703.0,1117.0,7.1,100.13,25.7,1.55,0.3501,1.0,0
20020423.0,1055.0,0.01,98.94,16.58,3.89,0.0205,2.0,1
20091013.0,1027.0,10.51,99.05,18.98,2.23,0.424,3.0,0
20110125.0,1003.0,5.52,100.72,11.07,5.41,0.1005,2.0,1
20010904.0,1041.0,5.23,100.17,25.58,2.74,0.1571,2.0,0
20160223.0,1049.0,31.24,97.32,14.96,9.2,0.3013,1.0,0
20120320.0,1085.0,0.0,100.65,20.29,4.34,0.5192,3.0,1
20000418.0,1019.0,0.0,98.24,12.71,1.35,0.0675,2.0,1
20130115.0,1027.0,24.03,98.71,12.36,4.3,0.424,3.0,1
20040907.0,1069.0,7.76,99.01,23.9,5.55,0.523,3.0,0
